,article_id,title,field,pub_date,citations,author_count,open_access,funding_source
12023,12024,Article_12024,Chem,2020-01-22,2,5,False,University
12024,12025,Article_12025,Economics,2018-03-23,10,5,False,Government
12025,12026,Article_12026,Computer Science,2015-07-13,7,3,False,Foundation
12026,12027,Article_12027,Chemistry,2021-09-11,22,9,False,Government
12027,12028,Article_12028,Psychology,2021-10-19,11,3,True,nan
12028,12029,Article_12029,Economics,2022-04-05,16,6,False,nan
12029,12030,Article_12030,Physics,2021-09-01,7,3,True,University
12030,12031,Article_12031,Economics,2022-05-14,77,5,True,Industry
12031,12032,Article_12032,Physics,2021-07-10,11,4,False,Industry
12032,12033,Article_12033,Chemistry,2018-11-30,5,5,False,nan
12033,12034,Article_12034,Economics,2016-01-03,53,2,True,Government
12034,12035,Article_12035,Comp Sci,2022-02-22,27,5,True,Foundation
12035,12036,Article_12036,Economics,2023-04-15,3,8,False,Government
12036,12037,Article_12037,Biology,2017-01-07,0,9,True,University
12037,12038,Article_12038,CS,2021-12-31,25,3,False,Industry
12038,12039,Article_12039,Economics,2022-07-06,6,2,False,nan
12039,12040,Article_12040,Biology,2020-03-04,12,5,True,Industry
12040,12041,Article_12041,Psychology,2016-06-11,63,3,True,nan
12041,12042,Article_12042,Physics,2020-11-17,3,4,False,Industry
12042,12043,Article_12043,CS,2019-01-02,2,5,False,University
12043,12044,Article_12044,Economics,2015-10-05,1,5,True,Government
12044,12045,Article_12045,Chemistry,2018-11-02,266,6,True,nan
12045,12046,Article_12046,Computer Science,2018-08-04,64,5,True,Foundation
12046,12047,Article_12047,Physics,2016-03-03,31,3,False,nan
12047,12048,Article_12048,Chem,2019-06-05,0,5,False,University
12048,12049,Article_12049,Chemistry,2015-11-25,1,5,False,Industry
12049,12050,Article_12050,Biology,2017-10-20,32,3,True,University
12050,12051,Article_12051,Biology,2017-02-02,21,3,False,Industry
12051,12052,Article_12052,Physics,2022-07-02,8,8,True,nan
12052,12053,Article_12053,Psychology,2015-02-02,1,3,False,Industry
12053,12054,Article_12054,Chemistry,2020-12-07,53,5,False,Government
12054,12055,Article_12055,Chemistry,2023-09-04,149,3,False,University
12055,12056,Article_12056,Economics,2016-01-21,22,4,True,nan
12056,12057,Article_12057,Chemistry,2015-01-14,4,7,False,nan
12057,12058,Article_12058,Economics,2022-04-14,102,5,False,University
12058,12059,Article_12059,Computer Science,2024-04-11,15,7,False,Industry
12059,12060,Article_12060,Psychology,2022-08-16,119,4,False,Industry
12060,12061,Article_12061,Chem,2021-06-26,7,3,False,University
12061,12062,Article_12062,Chemistry,2015-03-27,218,8,False,Industry
12062,12063,Article_12063,Psychology,2022-02-02,6,4,True,nan
12063,12064,Article_12064,Psychology,2024-03-08,4,4,False,Government
12064,12065,Article_12065,Psych,2017-12-23,38,5,False,Government
12065,12066,Article_12066,Economics,2019-12-30,10,4,True,Government
12066,12067,Article_12067,Physics,2015-03-21,20,5,False,Foundation
12067,12068,Article_12068,Chem,2016-01-29,2,9,False,Foundation
12068,12069,Article_12069,CS,2016-10-28,3,3,True,nan
12069,12070,Article_12070,Physics,2020-04-05,7,4,True,nan
12070,12071,Article_12071,Economics,2018-10-05,20,5,True,nan
12071,12072,Article_12072,Physics,2023-01-04,4,5,True,Government
12072,12073,Article_12073,Biology,2021-03-08,54,4,False,Foundation
12073,12074,Article_12074,Chem,2021-09-16,10,2,False,University
12074,12075,Article_12075,Physics,2024-06-04,132,4,False,University
12075,12076,Article_12076,Comp Sci,2023-09-06,2,3,True,Government
12076,12077,Article_12077,Biology,2021-05-03,19,3,True,Government
12077,12078,Article_12078,Economics,2017-12-11,23,10,False,Foundation
12078,12079,Article_12079,Computer Science,2022-05-09,17,4,True,Industry
12079,12080,Article_12080,Chemistry,2023-09-29,11,5,False,Government
12080,12081,Article_12081,Psychology,2015-02-01,39,7,False,University
12081,12082,Article_12082,Psychology,2017-10-17,2,5,True,Industry
12082,12083,Article_12083,Computer Science,2018-09-21,18,2,False,Foundation
12083,12084,Article_12084,Biology,2020-06-23,3,5,True,nan
12084,12085,Article_12085,Computer Science,2019-12-26,5,6,True,University
12085,12086,Article_12086,Physics,2016-04-12,17,5,True,nan
12086,12087,Article_12087,Psychology,2015-10-19,45,4,False,University
12087,12088,Article_12088,Psychology,2016-08-22,1,6,False,Government
12088,12089,Article_12089,Psychology,2015-06-20,122,1,False,nan
12089,12090,Article_12090,Economics,2021-08-12,49,5,False,nan
12090,12091,Article_12091,Biology,2021-06-13,12,5,False,nan
12091,12092,Article_12092,Biology,2020-10-16,2,4,False,Industry
12092,12093,Article_12093,Computer Science,2023-10-10,103,4,False,Government
12093,12094,Article_12094,CS,2018-01-11,23,3,True,nan
12094,12095,Article_12095,Psychology,2015-06-25,23,5,False,Government
12095,12096,Article_12096,Biology,2023-01-09,4,6,True,Industry
12096,12097,Article_12097,Biology,2017-07-08,15,8,False,Government
12097,12098,Article_12098,Comp Sci,2023-01-18,5,7,True,University
12098,12099,Article_12099,Chemistry,2020-04-01,66,6,False,Industry
12099,12100,Article_12100,Psychology,2015-04-22,69,4,False,University
12100,12101,Article_12101,Physics,2019-11-28,9,6,True,Government
12101,12102,Article_12102,Biology,2015-12-21,5,3,False,nan
12102,12103,Article_12103,Chem,2019-11-29,36,6,False,Government
12103,12104,Article_12104,Chemistry,2015-07-10,30,4,False,Government
12104,12105,Article_12105,Physics,2021-04-28,2,4,False,nan
12105,12106,Article_12106,CS,2022-04-17,8,5,True,Government
12106,12107,Article_12107,Chemistry,2019-10-14,262,6,True,University
12107,12108,Article_12108,Physics,2018-09-24,12,6,True,Foundation
12108,12109,Article_12109,Economics,2022-06-28,16,6,False,Government
12109,12110,Article_12110,Biology,2023-07-17,26,6,False,Foundation
12110,12111,Article_12111,Computer Science,2017-07-13,5,6,True,Industry
12111,12112,Article_12112,Chemistry,2020-12-07,35,8,False,Foundation
12112,12113,Article_12113,Biology,2017-07-25,20,8,True,Government
12113,12114,Article_12114,Chemistry,2021-08-28,58,5,False,Government
12114,12115,Article_12115,Chem,2015-11-25,1,2,False,nan
12115,12116,Article_12116,Computer Science,2022-12-29,20,7,False,Government
12116,12117,Article_12117,Economics,2017-02-03,16,6,False,Industry
12117,12118,Article_12118,Chemistry,2017-02-11,1,5,False,Government
12118,12119,Article_12119,Chemistry,2020-11-02,8,3,True,Industry
12119,12120,Article_12120,Chemistry,2020-08-26,21,3,True,Government
12120,12121,Article_12121,Physics,2019-04-09,13,4,False,nan
12121,12122,Article_12122,Economics,2016-01-19,11,9,True,Industry
12122,12123,Article_12123,Psychology,2019-07-06,11,6,False,nan
12123,12124,Article_12124,Chem,2020-10-30,6,4,False,Government
12124,12125,Article_12125,Physics,2019-03-22,201,7,False,Government
12125,12126,Article_12126,Econ,2022-10-14,19,3,False,Foundation
12126,12127,Article_12127,Biology,2020-11-23,18,5,False,Government
12127,12128,Article_12128,Chem,2019-08-11,1,5,True,Industry
12128,12129,Article_12129,Psychology,2023-01-15,7,6,True,University
12129,12130,Article_12130,Economics,2015-05-27,5,5,True,nan
12130,12131,Article_12131,Psychology,2023-06-07,11,4,True,Foundation
12131,12132,Article_12132,Biology,2021-05-10,7,4,True,nan
12132,12133,Article_12133,Biology,2019-09-21,5,3,False,nan
12133,12134,Article_12134,Computer Science,2022-01-02,8,4,True,University
12134,12135,Article_12135,Computer Science,2017-01-04,2,5,True,nan
12135,12136,Article_12136,Physics,2015-02-07,28,7,False,nan
12136,12137,Article_12137,Chemistry,2020-05-28,37,3,True,Government
12137,12138,Article_12138,Psychology,2024-01-09,24,4,False,Government
12138,12139,Article_12139,Computer Science,2016-07-24,40,2,True,University
12139,12140,Article_12140,CS,2023-10-10,36,3,False,Industry
12140,12141,Article_12141,Psychology,2024-05-26,2,4,True,University
12141,12142,Article_12142,Chem,2024-01-06,98,8,True,Foundation
12142,12143,Article_12143,Psychology,2019-10-14,41,4,True,Government
12143,12144,Article_12144,Biology,2016-10-21,0,5,False,nan
12144,12145,Article_12145,Economics,2020-10-30,4,3,False,nan
12145,12146,Article_12146,Psychology,2018-11-20,2,8,True,nan
12146,12147,Article_12147,Computer Science,2023-12-01,22,4,False,Government
12147,12148,Article_12148,Computer Science,2017-05-30,5,3,True,Industry
12148,12149,Article_12149,Computer Science,2017-04-28,12,3,False,University
12149,12150,Article_12150,Biology,2022-10-05,138,4,False,Industry
12150,12151,Article_12151,Economics,2018-06-26,92,5,False,Industry
12151,12152,Article_12152,Economics,2017-02-03,3,5,True,University
12152,12153,Article_12153,Computer Science,2021-05-19,23,4,True,Government
12153,12154,Article_12154,Psychology,2020-07-26,157,3,True,Government
12154,12155,Article_12155,Psychology,2019-09-02,3,5,True,nan
12155,12156,Article_12156,Physics,2015-09-09,47,5,False,Foundation
12156,12157,Article_12157,Computer Science,2017-10-02,9,10,False,Government
12157,12158,Article_12158,Computer Science,2018-10-27,3,8,True,nan
12158,12159,Article_12159,Physics,2018-08-17,101,6,False,Government
12159,12160,Article_12160,Biology,2024-04-28,6,5,True,University
12160,12161,Article_12161,Physics,2018-09-09,9,8,True,Government
12161,12162,Article_12162,Psychology,2016-12-08,7,4,True,Government
12162,12163,Article_12163,Economics,2017-07-08,53,6,True,Industry
12163,12164,Article_12164,Biology,2017-05-04,48,4,True,Government
12164,12165,Article_12165,Physics,2020-09-14,4,3,False,Industry
12165,12166,Article_12166,Psychology,2018-06-07,14,1,True,Foundation
12166,12167,Article_12167,CS,2019-07-27,20,7,False,Industry
12167,12168,Article_12168,Chemistry,2024-03-08,47,3,True,nan
12168,12169,Article_12169,Economics,2018-04-03,5,3,False,Government
12169,12170,Article_12170,Physics,2019-04-12,84,3,True,University
12170,12171,Article_12171,Physics,2019-06-19,38,5,False,University
12171,12172,Article_12172,Comp Sci,2024-04-26,3,5,False,Government
12172,12173,Article_12173,Computer Science,2023-11-21,24,6,False,Industry
12173,12174,Article_12174,Chem,2023-03-27,24,2,True,Government
12174,12175,Article_12175,Psychology,2023-01-28,4,2,False,University
12175,12176,Article_12176,Psychology,2023-08-14,22,5,True,Government
12176,12177,Article_12177,Computer Science,2018-02-25,12,3,True,University
12177,12178,Article_12178,Psychology,2016-05-26,1,4,False,University
12178,12179,Article_12179,Economics,2022-09-06,0,5,True,Government
12179,12180,Article_12180,Computer Science,2015-10-05,214,4,True,University
12180,12181,Article_12181,Biology,2015-11-27,10,4,False,University
12181,12182,Article_12182,Bio,2021-08-04,14,3,False,University
12182,12183,Article_12183,Economics,2017-05-20,2,5,False,Government
12183,12184,Article_12184,Physics,2019-01-03,5,6,False,nan
12184,12185,Article_12185,Computer Science,2020-11-19,253,5,False,Industry
12185,12186,Article_12186,Chemistry,2016-01-12,359,5,True,Foundation
12186,12187,Article_12187,Chemistry,2018-07-03,0,5,True,nan
12187,12188,Article_12188,Psychology,2022-03-21,13,7,False,Government
12188,12189,Article_12189,Economics,2022-09-22,166,6,False,Government
12189,12190,Article_12190,Economics,2017-04-01,16,6,True,University
12190,12191,Article_12191,Psychology,2015-01-02,31,5,False,nan
12191,12192,Article_12192,Biology,2020-02-07,9,3,False,Industry
12192,12193,Article_12193,Psych,2020-02-26,25,3,False,Foundation
12193,12194,Article_12194,Psychology,2015-05-08,92,6,False,nan
12194,12195,Article_12195,Physics,2020-05-27,25,2,False,nan
12195,12196,Article_12196,Economics,2023-10-09,2,5,False,Industry
12196,12197,Article_12197,Chemistry,2019-01-18,5,7,True,nan
12197,12198,Article_12198,Biology,2017-07-31,35,4,True,nan
12198,12199,Article_12199,Physics,2024-05-08,11,3,False,Government
12199,12200,Article_12200,Psychology,2021-07-27,5,7,True,Government
12200,12201,Article_12201,Physics,2020-09-20,2,12,True,nan
12201,12202,Article_12202,Chemistry,2018-10-10,3,5,True,Government
12202,12203,Article_12203,Computer Science,2015-09-16,4,3,False,Foundation
12203,12204,Article_12204,Chemistry,2018-05-18,23,5,True,Government
12204,12205,Article_12205,Computer Science,2015-02-06,5,4,False,Industry
12205,12206,Article_12206,Computer Science,2020-08-31,15,2,True,Government
12206,12207,Article_12207,Bio,2018-03-30,15,2,True,Government
12207,12208,Article_12208,Psychology,2019-11-01,35,7,True,Government
12208,12209,Article_12209,Physics,2021-08-03,3,7,False,Industry
12209,12210,Article_12210,Biology,2024-05-18,117,3,False,University
12210,12211,Article_12211,Psychology,2020-02-22,1,4,True,University
12211,12212,Article_12212,Economics,2017-04-09,7,7,False,nan
12212,12213,Article_12213,Chem,2018-08-01,6,2,False,nan
12213,12214,Article_12214,Chem,2020-02-01,4,5,False,Government
12214,12215,Article_12215,Psychology,2020-03-31,0,7,False,nan
12215,12216,Article_12216,Economics,2021-06-11,66,6,True,University
12216,12217,Article_12217,Economics,2015-01-14,38,4,False,Government
12217,12218,Article_12218,Psychology,2015-02-17,24,4,True,Industry
12218,12219,Article_12219,Computer Science,2024-03-25,4,4,True,University
12219,12220,Article_12220,Physics,2018-06-19,6,9,True,University
12220,12221,Article_12221,Computer Science,2020-03-24,7,8,True,University
12221,12222,Article_12222,Computer Science,2019-10-01,8,6,False,Government
12222,12223,Article_12223,Biology,2018-01-26,37,3,False,University
12223,12224,Article_12224,Economics,2017-03-26,6,6,True,Industry
12224,12225,Article_12225,Chemistry,2018-02-23,3,5,False,Government
12225,12226,Article_12226,Economics,2021-01-16,14,4,False,nan
12226,12227,Article_12227,Physics,2018-07-12,12,3,True,Industry
12227,12228,Article_12228,Computer Science,2018-06-24,24,7,False,University
12228,12229,Article_12229,Economics,2020-07-11,85,7,False,Government
12229,12230,Article_12230,Biology,2021-02-10,6,8,True,Foundation
12230,12231,Article_12231,Psychology,2021-11-19,44,4,True,Foundation
12231,12232,Article_12232,Chem,2024-03-27,14,2,True,nan
12232,12233,Article_12233,Computer Science,2019-05-13,51,6,False,nan
12233,12234,Article_12234,Biology,2019-09-16,68,13,False,University
12234,12235,Article_12235,Economics,2022-10-01,4,3,True,Government
12235,12236,Article_12236,Chem,2022-05-02,194,3,False,Industry
12236,12237,Article_12237,Chemistry,2017-01-04,15,3,True,University
12237,12238,Article_12238,Bio,2020-03-21,2,5,True,University
12238,12239,Article_12239,Physics,2018-06-16,2,3,False,University
12239,12240,Article_12240,Chem,2016-07-11,95,1,True,nan
12240,12241,Article_12241,Computer Science,2018-06-06,76,3,True,Foundation
12241,12242,Article_12242,Computer Science,2021-07-02,56,6,False,nan
12242,12243,Article_12243,CS,2024-03-16,5,3,False,nan
12243,12244,Article_12244,Econ,2015-03-07,7,7,False,nan
12244,12245,Article_12245,Computer Science,2021-06-18,1,4,False,Industry
12245,12246,Article_12246,Computer Science,2015-10-17,8,7,True,Government
12246,12247,Article_12247,Computer Science,2021-03-24,15,5,False,University
12247,12248,Article_12248,Computer Science,2023-03-28,99,5,False,Government
12248,12249,Article_12249,Biology,2015-06-24,8,4,False,Government
12249,12250,Article_12250,Chem,2024-01-06,7,2,True,nan
12250,12251,Article_12251,Psychology,2017-12-24,18,4,True,nan
12251,12252,Article_12252,Chemistry,2017-04-26,40,4,False,Foundation
12252,12253,Article_12253,Chemistry,2022-09-10,107,8,False,Foundation
12253,12254,Article_12254,Economics,2021-05-06,4,6,True,Government
12254,12255,Article_12255,Chemistry,2021-02-07,9,6,False,nan
12255,12256,Article_12256,Psychology,2023-02-01,14,8,True,Government
12256,12257,Article_12257,Physics,2017-04-14,8,5,False,Industry
12257,12258,Article_12258,Psychology,2021-07-15,5,5,True,Foundation
12258,12259,Article_12259,Economics,2023-01-22,8,2,True,Government
12259,12260,Article_12260,Chemistry,2024-03-31,2,4,False,Foundation
12260,12261,Article_12261,Chem,2017-06-05,5,5,False,Government
12261,12262,Article_12262,Physics,2020-04-03,2,6,True,Foundation
12262,12263,Article_12263,Chemistry,2017-05-08,12,7,False,Industry
12263,12264,Article_12264,Computer Science,2022-09-01,7,2,False,University
12264,12265,Article_12265,Chemistry,2018-02-13,5,6,False,University
12265,12266,Article_12266,Physics,2019-11-10,12,5,True,Foundation
12266,12267,Article_12267,Computer Science,2017-10-31,0,4,False,University
12267,12268,Article_12268,Physics,2023-01-25,7,11,True,University
12268,12269,Article_12269,Psychology,2023-04-20,15,6,True,nan
12269,12270,Article_12270,Computer Science,2015-06-16,47,9,False,University
12270,12271,Article_12271,Econ,2023-06-09,28,6,True,Government
12271,12272,Article_12272,Computer Science,2020-07-02,72,8,True,nan
12272,12273,Article_12273,Psych,2022-02-23,1,8,True,Industry
12273,12274,Article_12274,Chemistry,2019-12-29,52,5,True,Government
12274,12275,Article_12275,Physics,2020-05-25,18,4,True,Government
12275,12276,Article_12276,Physics,2015-11-24,5,2,False,nan
12276,12277,Article_12277,Chemistry,2017-12-06,14,3,False,Government
12277,12278,Article_12278,Psychology,2018-11-02,968,5,True,Industry
12278,12279,Article_12279,Psychology,2020-02-02,14,8,False,University
12279,12280,Article_12280,Physics,2017-03-31,13,5,False,nan
12280,12281,Article_12281,Economics,2016-02-03,40,4,False,Foundation
12281,12282,Article_12282,Chem,2016-03-12,8,3,True,Government
12282,12283,Article_12283,Biology,2023-09-28,4,5,True,Government
12283,12284,Article_12284,Physics,2022-10-28,86,7,False,University
12284,12285,Article_12285,Physics,2017-03-07,1,3,False,Government
12285,12286,Article_12286,Chemistry,2017-12-06,12,3,False,nan
12286,12287,Article_12287,Chemistry,2022-08-10,11,5,True,Industry
12287,12288,Article_12288,Physics,2022-10-16,3,5,False,Foundation
12288,12289,Article_12289,Computer Science,2022-05-06,1,8,False,Government
12289,12290,Article_12290,Computer Science,2016-06-09,10,9,True,University
12290,12291,Article_12291,Economics,2016-05-03,20,5,True,Government
12291,12292,Article_12292,Physics,2019-11-24,52,7,True,Foundation
12292,12293,Article_12293,Chem,2021-12-27,4,4,False,Government
12293,12294,Article_12294,Economics,2023-08-17,4,7,True,Government
12294,12295,Article_12295,Biology,2017-01-19,103,3,False,Industry
12295,12296,Article_12296,Bio,2018-10-22,6,4,False,Government
12296,12297,Article_12297,Economics,2018-08-31,7,6,False,Government
12297,12298,Article_12298,Psychology,2018-02-07,67,4,False,University
12298,12299,Article_12299,Computer Science,2022-12-31,1,8,True,nan
12299,12300,Article_12300,Physics,2019-05-19,2,4,True,nan
12300,12301,Article_12301,Psych,2016-07-09,85,8,False,University
12301,12302,Article_12302,Psychology,2020-07-28,5,4,True,Industry
12302,12303,Article_12303,Physics,2021-09-22,5,4,False,Government
12303,12304,Article_12304,Psychology,2023-08-29,6,6,False,Industry
12304,12305,Article_12305,Econ,2015-08-27,7,4,False,Foundation
12305,12306,Article_12306,Biology,2024-03-25,6,4,False,Industry
12306,12307,Article_12307,Economics,2015-11-13,14,4,False,nan
12307,12308,Article_12308,Chem,2017-02-08,70,5,False,University
12308,12309,Article_12309,Biology,2024-01-28,3,7,False,University
12309,12310,Article_12310,Chemistry,2023-04-13,5,7,False,University
12310,12311,Article_12311,Psychology,2020-10-27,12,1,False,University
12311,12312,Article_12312,Psychology,2021-11-27,109,3,True,nan
12312,12313,Article_12313,Physics,2015-11-26,8,3,True,nan
12313,12314,Article_12314,Physics,2022-01-01,3,5,False,Foundation
12314,12315,Article_12315,Psychology,2017-02-15,0,9,False,Industry
12315,12316,Article_12316,Biology,2019-09-21,4,12,False,Government
12316,12317,Article_12317,Physics,2017-07-08,3,6,False,Industry
12317,12318,Article_12318,Biology,2023-03-28,2,5,True,Government
12318,12319,Article_12319,Computer Science,2021-01-22,13,6,True,Government
12319,12320,Article_12320,Chem,2019-09-30,8,5,True,Government
12320,12321,Article_12321,Economics,2023-01-27,89,8,True,nan
12321,12322,Article_12322,Chem,2023-08-06,16,9,False,University
12322,12323,Article_12323,Biology,2021-04-03,49,6,False,Government
12323,12324,Article_12324,Psychology,2019-08-21,9,4,True,University
12324,12325,Article_12325,Biology,2024-01-13,3,5,True,nan
12325,12326,Article_12326,Chemistry,2021-11-23,28,6,True,University
12326,12327,Article_12327,Chemistry,2023-07-31,2,4,False,Government
12327,12328,Article_12328,Computer Science,2015-05-15,61,3,True,Government
12328,12329,Article_12329,Econ,2017-08-04,4,1,True,Government
12329,12330,Article_12330,Biology,2015-06-09,34,6,True,Government
12330,12331,Article_12331,Psychology,2022-04-20,20,6,False,Foundation
12331,12332,Article_12332,Chem,2017-04-21,3,5,False,University
12332,12333,Article_12333,Comp Sci,2022-09-03,66,3,True,nan
12333,12334,Article_12334,Chem,2022-09-03,179,7,False,University
12334,12335,Article_12335,Physics,2018-01-29,4,5,False,Foundation
12335,12336,Article_12336,Computer Science,2018-06-02,4,4,True,Government
12336,12337,Article_12337,Biology,2024-03-07,13,4,False,Foundation
12337,12338,Article_12338,Economics,2016-07-08,41,5,False,Industry
12338,12339,Article_12339,Chemistry,2018-10-20,67,5,False,University
12339,12340,Article_12340,Biology,2018-09-03,7,2,True,Foundation
12340,12341,Article_12341,Psychology,2016-02-19,14,6,False,Industry
12341,12342,Article_12342,Physics,2017-11-12,7,3,True,University
12342,12343,Article_12343,Physics,2017-04-19,6,8,True,Government
12343,12344,Article_12344,Psychology,2018-04-21,5,5,False,University
12344,12345,Article_12345,Economics,2016-10-17,1,5,False,Government
12345,12346,Article_12346,Chemistry,2019-07-14,40,6,True,University
12346,12347,Article_12347,Biology,2017-02-15,14,7,True,Industry
12347,12348,Article_12348,Chemistry,2019-12-01,103,3,False,Foundation
12348,12349,Article_12349,Computer Science,2017-09-05,38,1,True,Government
12349,12350,Article_12350,Biology,2016-07-04,6,2,True,Foundation
12350,12351,Article_12351,Psychology,2015-10-27,2,7,False,University
12351,12352,Article_12352,CS,2018-08-13,166,3,False,nan
12352,12353,Article_12353,Biology,2018-07-16,1,5,False,nan
12353,12354,Article_12354,Physics,2016-08-10,7,8,False,Foundation
12354,12355,Article_12355,Economics,2023-04-05,7,8,False,University
12355,12356,Article_12356,Biology,2018-07-27,4,5,False,nan
12356,12357,Article_12357,Chemistry,2020-09-26,3,8,False,Foundation
12357,12358,Article_12358,Chemistry,2015-07-24,2,2,True,Government
12358,12359,Article_12359,Biology,2022-04-12,4,6,False,University
12359,12360,Article_12360,Economics,2016-02-26,11,4,False,Industry
12360,12361,Article_12361,Chemistry,2017-08-31,18,4,True,Government
12361,12362,Article_12362,Physics,2020-06-08,5,3,True,Government
12362,12363,Article_12363,Psychology,2020-05-27,5,6,True,Industry
12363,12364,Article_12364,Computer Science,2021-06-25,2,3,False,Government
12364,12365,Article_12365,Psychology,2017-08-05,15,2,False,Industry
12365,12366,Article_12366,Biology,2023-10-21,13,6,True,Foundation
12366,12367,Article_12367,Chemistry,2019-08-31,20,3,False,nan
12367,12368,Article_12368,Physics,2020-11-07,5,4,False,Government
12368,12369,Article_12369,Physics,2016-07-03,3,4,False,Government
12369,12370,Article_12370,CS,2019-11-30,11,7,False,Government
12370,12371,Article_12371,Computer Science,2023-11-11,25,8,False,Foundation
12371,12372,Article_12372,Physics,2019-11-29,3,4,False,Government
12372,12373,Article_12373,Physics,2020-06-28,5,6,False,Government
12373,12374,Article_12374,Physics,2018-07-06,2,6,True,Foundation
12374,12375,Article_12375,Econ,2019-06-28,2,4,False,University
12375,12376,Article_12376,Chemistry,2019-09-07,5,7,False,Government
12376,12377,Article_12377,Computer Science,2019-06-30,3,7,True,Industry
12377,12378,Article_12378,Chemistry,2020-11-28,37,4,False,Industry
12378,12379,Article_12379,Economics,2019-04-12,12,6,True,nan
12379,12380,Article_12380,Bio,2020-06-05,71,4,False,Government
12380,12381,Article_12381,Physics,2016-11-14,72,8,True,nan
12381,12382,Article_12382,Psychology,2023-06-07,12,5,False,Government
12382,12383,Article_12383,Economics,2015-01-23,0,8,True,University
12383,12384,Article_12384,Economics,2019-07-28,21,6,True,nan
12384,12385,Article_12385,Economics,2018-12-03,60,3,False,Government
12385,12386,Article_12386,Biology,2022-03-03,29,10,False,Government
12386,12387,Article_12387,Chemistry,2021-10-24,19,7,False,Foundation
12387,12388,Article_12388,Economics,2023-07-27,8,4,False,nan
12388,12389,Article_12389,Chem,2019-11-27,2,4,True,nan
12389,12390,Article_12390,Biology,2020-04-19,29,6,True,Government
12390,12391,Article_12391,Psychology,2019-12-23,9,5,False,Industry
12391,12392,Article_12392,Psych,2018-09-20,18,4,False,Industry
12392,12393,Article_12393,Psychology,2023-05-18,5,7,False,nan
12393,12394,Article_12394,Comp Sci,2016-11-17,200,6,True,Government
12394,12395,Article_12395,Chemistry,2023-09-03,17,5,False,Government
12395,12396,Article_12396,Physics,2018-03-16,7,6,False,Government
12396,12397,Article_12397,Psychology,2016-04-06,2,5,False,University
12397,12398,Article_12398,Biology,2016-09-20,1,4,False,Government
12398,12399,Article_12399,Economics,2017-01-21,29,5,True,University
12399,12400,Article_12400,Biology,2024-05-19,5,2,False,Government
12400,12401,Article_12401,Chemistry,2016-10-27,6,4,False,nan
12401,12402,Article_12402,Economics,2015-11-04,5,5,False,nan
12402,12403,Article_12403,Physics,2021-10-04,2,2,False,Government
12403,12404,Article_12404,Biology,2020-02-12,8,4,False,Government
12404,12405,Article_12405,Chem,2015-10-30,13,3,False,nan
12405,12406,Article_12406,Computer Science,2016-12-12,2,4,False,Industry
12406,12407,Article_12407,Computer Science,2016-06-09,19,7,False,nan
12407,12408,Article_12408,Biology,2023-10-31,2,7,False,nan
12408,12409,Article_12409,Chem,2015-02-16,6,5,False,Government
12409,12410,Article_12410,Chem,2017-01-29,20,5,True,nan
12410,12411,Article_12411,Psychology,2016-08-28,11,4,True,University
12411,12412,Article_12412,Comp Sci,2021-12-21,1,7,False,University
12412,12413,Article_12413,Biology,2015-04-16,0,6,False,Government
12413,12414,Article_12414,Chem,2017-01-09,26,5,True,Government
12414,12415,Article_12415,Biology,2017-06-25,32,4,False,Government
12415,12416,Article_12416,Computer Science,2022-09-18,22,8,True,nan
12416,12417,Article_12417,Computer Science,2021-01-14,8,8,False,nan
12417,12418,Article_12418,Psychology,2021-08-15,8,6,False,Industry
12418,12419,Article_12419,Chemistry,2017-03-02,10,4,True,Government
12419,12420,Article_12420,Physics,2020-08-05,27,4,False,Industry
12420,12421,Article_12421,Chem,2021-04-11,10,5,False,Foundation
12421,12422,Article_12422,Economics,2019-04-08,20,5,True,Industry
12422,12423,Article_12423,Biology,2020-12-04,76,5,False,Government
12423,12424,Article_12424,Economics,2015-03-11,3,5,True,University
12424,12425,Article_12425,Psychology,2023-01-04,9,9,True,Government
12425,12426,Article_12426,Chemistry,2018-01-03,3,1,False,Government
12426,12427,Article_12427,Economics,2015-05-15,7,2,True,Government
12427,12428,Article_12428,Psychology,2017-01-06,10,9,False,Industry
12428,12429,Article_12429,Biology,2023-01-16,3,6,False,nan
12429,12430,Article_12430,Psychology,2015-05-18,1,3,False,nan
12430,12431,Article_12431,Chem,2020-02-20,1,8,False,Government
12431,12432,Article_12432,Computer Science,2022-07-23,22,5,False,University
12432,12433,Article_12433,Comp Sci,2018-12-08,4,7,False,Government
12433,12434,Article_12434,Psychology,2018-12-26,8,4,True,Foundation
12434,12435,Article_12435,Biology,2021-04-06,13,8,False,Industry
12435,12436,Article_12436,Chem,2022-01-28,43,4,False,Government
12436,12437,Article_12437,Economics,2015-08-05,8,2,True,Industry
12437,12438,Article_12438,Physics,2023-01-07,17,7,True,Industry
12438,12439,Article_12439,Biology,2023-06-11,2,3,True,Government
12439,12440,Article_12440,Biology,2023-12-15,9,5,True,Government
12440,12441,Article_12441,Chemistry,2021-12-29,3,3,False,University
12441,12442,Article_12442,Psychology,2021-10-01,9,2,True,nan
12442,12443,Article_12443,Econ,2016-01-22,14,3,False,Industry
12443,12444,Article_12444,Biology,2018-03-03,8,4,True,University
12444,12445,Article_12445,Computer Science,2018-08-31,6,6,True,Foundation
12445,12446,Article_12446,Computer Science,2017-07-11,17,6,False,Industry
12446,12447,Article_12447,Economics,2016-08-17,6,5,False,Government
